Date,Sender,Message
2024-12-06 06:54:59+00:00,-1001191350817,"PAYTM 

Again 🔥 

40 🔥"
2024-12-06 06:50:06+00:00,-1001191350817,"MCX
Towards buyers
Circuit"
2024-12-06 06:48:40+00:00,-1001191350817,"Look

PAYTM 🔥 

NOW"
2024-12-06 06:47:40+00:00,-1001191350817,"AGAIN 
POSITIONAL View 

PAYTM 1000CE

CMP 35-37

Support 25

Expected 50-60+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-06 06:39:40+00:00,-1001191350817,"Option Buying 

Paytm 980CE

30 to 40 🔥 

View achieved"
2024-12-06 06:39:23+00:00,-1001191350817,Paytm 🔥
2024-12-06 06:36:09+00:00,-1001191350817,"Paytm 

Biggest Resistance 1000-1010"
2024-12-06 06:35:13+00:00,-1001191350817,"PAYTM 🔥 

980CE 🔥"
2024-12-06 06:34:53+00:00,-1001191350817,PAYTM 🔥
2024-12-06 05:49:03+00:00,-1001191350817,"HBL Power System 

 View shared to prime Members"
2024-12-06 05:48:41+00:00,-1001191350817,HBL Power System
2024-12-06 05:40:59+00:00,-1001191350817,ZOMATO
2024-12-06 05:40:57+00:00,-1001191350817,12.7 🔥
2024-12-06 05:35:41+00:00,-1001191350817,12.3
2024-12-06 05:33:25+00:00,-1001191350817,"ZOMATO 
10.7 to 11.9 🔥 

Keep riding this"
2024-12-06 05:25:56+00:00,-1001191350817,"Expected 307-310
ZOMATO"
2024-12-06 05:25:34+00:00,-1001191350817,ZOMATO sharply recovered
2024-12-06 05:25:23+00:00,-1001191350817,"OPTION BUYING VIEW 

TILL TOMORROW 

ZOMATO 300CE

CMP 10.7

Support only 10

Expected 13-15++


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-06 05:11:48+00:00,-1001191350817,"LOOK CESC
Volumes

Closing above 210

Stock can test 225-235"
2024-12-06 05:11:06+00:00,-1001191350817,"POSITIONAL OPTION BUYING 

 CESC 200CE

CMP 8.8

Support 5

Expected view 11-13-18+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-06 05:09:15+00:00,-1001191350817,"CESC

REC
PFC 

WATCH"
2024-12-06 04:58:06+00:00,-1001191350817,"EQUITY PICK 

VIMTA LAB 

CMP 960-965

SUPPORT 945

EXPECTED 985-1010


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-06 04:52:33+00:00,-1001191350817,Mothersonsumi
2024-12-06 04:19:34+00:00,-1001191350817,"Bullish On 

Adani Green 🔥"
2024-12-06 04:19:24+00:00,-1001191350817,"Stock Option 

Chambal Fertilizer 

540CE

19 to 24

View achieved"
2024-12-06 04:13:15+00:00,-1001191350817,"ARKA

DECENT MOVE EXPECTED ABOVE 180+"
2024-12-06 04:12:31+00:00,-1001191350817,"Another 

IPO BASE BREAKOUT 

Arka devlopers 

CMP 176

Support only 170

Expected 190-210++


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-06 04:11:56+00:00,-1001191350817,"DBEIL

190 to 197 🔥 

Keep riding"
2024-12-06 04:11:46+00:00,-1001191350817,
2024-12-06 03:54:39+00:00,-1001191350817,"CHAMBAL FERTILIZER 

🔥 🔥"
2024-12-06 03:51:29+00:00,-1001191350817,"DEEPAK BUILDERS 

🔥 🔥"
2024-12-06 03:50:13+00:00,-1001191350817,CHART SOON
2024-12-06 03:49:55+00:00,-1001191350817,One GOOD Setup
2024-12-06 03:49:50+00:00,-1001191350817,"EQUITY PICK 


DEEPAK BUILDERS 

DBEIL

CMP 190

SUPPORT 175

EXPECTED 210-220+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-06 03:49:16+00:00,-1001191350817,IPO BASE BREAKOUT SOON
2024-12-06 02:03:46+00:00,-1001191350817,"🙏 GOOD MORNING ALL 🌻

🌺 Have A Profitable Day today 🌹


NOTE: POSTS HERE ARE BASED ON MY RESEARCH AND ARE FOR EDUCATIONAL PURPOSES ONLY. We are not liable for any Profit or Loss.

PLEASE CONSULT YOUR FINANCIAL ADVISOR
BEFORE BUYING OR SELLING.
THANKS! ✨

Few useful Abbreviations for new traders:
SL: Stop Loss
TGT: Target
CMP: Current Market PRICE
BTST: Buy Today Sell Tomorrow
STBT: Sell Today Buy Tomorrow

The profit/loss figures mentioned are indicative and based on assumptions. 

Futures: Single Lot
OPTIONS: Single lot
Index: 4-5lots"
2024-12-05 14:41:13+00:00,-1001191350817,Option Buying
2024-12-05 14:34:06+00:00,-1001191350817,"TOMM PICK

CHAMBAL FERTILIZER 

TODAY HIGH WILL BE IMPORTANT"
2024-12-05 14:31:48+00:00,-1001191350817,"Equity Pick 

ECLERX SERVICES 

3480 to 3600 🔥 

View achieved achieved"
2024-12-05 14:30:35+00:00,-1001191350817,"Equity Pick 

Anup Engineering 

3570 to 3800 🔥 

View achieved"
2024-12-05 14:30:01+00:00,-1001191350817,"IPO BASE BREAKOUT 

Tolins Tyres 

228 to 255 🔥 

View already achieved"
2024-12-05 14:29:22+00:00,-1001191350817,"IPO BASE BREAKOUT 

MANBA FIN 

161 to 195 🔥 

View achieved 

🔥"
2024-12-05 13:09:14+00:00,-1001191350817,"Stock Gainers (SEBI REGISTERED)
⭐️Live Analysis of 5th DEC

1. OPTION ANALYSIS

CHAMBAL FERTILIZER 540CE  19 TO 21.35
PAYTM 900CE 68 TO 77🔥
PAYTM 980CE 30 TO 38🔥 




Note: Those who are tracking our Live Analysis please read our disclaimer.

Focus On the Right Analysis

   FOR PRIME  MEMBERSHIP
           PING @SG005✔️"
2024-12-05 10:17:56+00:00,-1001191350817,"TO JOIN PRIME, PING @SG005 ❤️"
2024-12-05 10:17:37+00:00,-1001191350817,SUCH FEEDBACKS AT DAY END ❤️❤️❤️❤️❤️
2024-12-05 10:16:21+00:00,-1001191350817,STOCK GAINERS  >= PUSHPA 2 ♥️
2024-12-05 09:53:11+00:00,-1001191350817,"CHAMBAL FERTILIZER 

🔥 🔥 

BIGGEST RESISTANCE 550*552"
2024-12-05 09:48:05+00:00,-1001191350817,"CHAMBAL FERTILIZER 

Towards Good Closing"
2024-12-05 07:42:13+00:00,-1001191350817,PING @SG005 TO JOIN PRIME 💚✔️✔️✔️
2024-12-05 06:27:50+00:00,-1001191350817,"Paytm 

32 to 38"
2024-12-05 05:05:20+00:00,-1001191350817,"Paytm 
Above 1000

Big breakout"
2024-12-05 05:05:06+00:00,-1001191350817,"OPTION BUYING 

PAYTM 980CE

CMP 30-32

SUPPORT 23
EXPECTED 40-50+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-05 04:59:44+00:00,-1001191350817,"Option Buying 

Paytm 900CE

68 to 77 🔥 

View achieved"
2024-12-05 04:58:14+00:00,-1001191350817,Enjoy
2024-12-05 04:58:12+00:00,-1001191350817,77 🔥
2024-12-05 04:53:59+00:00,-1001191350817,74 🔥
2024-12-05 04:53:56+00:00,-1001191350817,Paytm 🔥🔥🔥
2024-12-05 04:48:25+00:00,-1001191350817,"OPTION BUYING 

PAYTM 900CE

CMP 68-69

SUPPORT 60
EXPECTED 77-87


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-05 04:24:24+00:00,-1001191350817,WAARE ENERGIES
2024-12-05 04:18:02+00:00,-1001191350817,"TO JOIN PRIME GROUP, PING @SG005 ⭐🛫"
2024-12-05 04:08:08+00:00,-1001191350817,"🔥🔥 

CHAMBAL FERTILIZER"
2024-12-05 03:58:44+00:00,-1001191350817,"Excellent chart 

Chambal Fertilizer 

Resistance 550

Above 550 🔥"
2024-12-05 03:57:39+00:00,-1001191350817,"STOCK OPTION 

CHAMBAL FERTILIZER 540CE

CMP 19+

SUPPORT 16

EXPECTED 23-25-27++"
2024-12-05 03:56:26+00:00,-1001191350817,Ready for big breakout
2024-12-05 03:56:19+00:00,-1001191350817,Soon
2024-12-05 03:56:16+00:00,-1001191350817,"STOCK OPTION 

SOOB"
2024-12-05 01:07:29+00:00,-1001191350817,"🙏 GOOD MORNING ALL 🌻

🌺 Have A Profitable Day today 🌹


NOTE: POSTS HERE ARE BASED ON MY RESEARCH AND ARE FOR EDUCATIONAL PURPOSES ONLY. We are not liable for any Profit or Loss.

PLEASE CONSULT YOUR FINANCIAL ADVISOR
BEFORE BUYING OR SELLING.
THANKS! ✨

Few useful Abbreviations for new traders:
SL: Stop Loss
TGT: Target
CMP: Current Market PRICE
BTST: Buy Today Sell Tomorrow
STBT: Sell Today Buy Tomorrow

The profit/loss figures mentioned are indicative and based on assumptions. 

Futures: Single Lot
OPTIONS: Single lot
Index: 4-5lots"
2024-12-04 12:30:39+00:00,-1001191350817,"Stock Gainers (SEBI REGISTERED)
⭐️Live Analysis of 4th DEC

  
1. STOCK FUTURE & EQUITY CASH ANALYSIS

ANUP ENGINEERING  3400 TO 3690🔥
SIYARAM SILK 860 TO 875




Note: Those who are tracking our Live Analysis please read our disclaimer.

Focus On the Right Analysis

   FOR PRIME  MEMBERSHIP
           PING @SG005✔️"
2024-12-04 09:18:49+00:00,-1001191350817,533
2024-12-04 09:13:47+00:00,-1001191350817,"Equity Pick 

BTST

VIEW 

SIYARAM SILK 

CMP 860-865

SUPPORT 840

EXPECTED 900-930+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-04 09:09:06+00:00,-1001191350817,3690 🔥🔥
2024-12-04 08:50:37+00:00,-1001191350817,"TO JOIN PRIME GROUP, PING @SG005 ✔️✔️✔️"
2024-12-04 08:50:28+00:00,-1001191350817,"THAT IS THE FEEDBACK WE LOVE TO SEE FROM OUR PRIME TRADERS

🚩🚩🚩"
2024-12-04 07:38:14+00:00,-1001191350817,ZOMATO
2024-12-04 07:35:24+00:00,-1001191350817,"PVR INOX 

🔥 🔥"
2024-12-04 06:51:35+00:00,-1001191350817,Apollotyre breakout above 530
2024-12-04 06:11:41+00:00,-1001191350817,"PVR INOX 


STOCK TO WATCH IN LAST 2 HRS"
2024-12-04 06:06:54+00:00,-1001191350817,"TO JOIN PRIME GROUP, PING @SG005 ✔️✔️"
2024-12-04 06:01:02+00:00,-1001191350817,"Three reasons why traders should avoid overtrading

✔️Higher Losses: Frequent trades increase risks and transaction costs, reducing profits.

✔️Emotional Stress: Overtrading causes burnout, leading to impulsive decisions.

✔️Capital Drain: Small losses from frequent trades quickly erode funds.

MINDSET PLAYS MAJOR ROLE IN STOCK MARKET"
2024-12-04 05:51:59+00:00,-1001191350817,"Anup Engineering 

3800 my first Expectation"
2024-12-04 05:49:47+00:00,-1001191350817,3650 🔥
2024-12-04 05:49:03+00:00,-1001191350817,Anup
2024-12-04 05:49:01+00:00,-1001191350817,3645 🔥🔥
2024-12-04 05:40:39+00:00,-1001191350817,"Anup

Consolidation almost done"
2024-12-04 05:39:54+00:00,-1001191350817,"Equity Pick 

Anup Engineering 

Cmp 3575

Support 3400

Expected 3800-4000+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-04 03:34:53+00:00,-1001191350817,"BEARISH View On

Granules India 

Levels to watch yesterday Low"
2024-12-04 03:32:59+00:00,-1001191350817,Stay Tuned for Live Analysis
2024-12-04 01:24:36+00:00,-1001191350817,"🙏 GOOD MORNING ALL 🌻

🌺 Have A Profitable Day today 🌹


NOTE: POSTS HERE ARE BASED ON MY RESEARCH AND ARE FOR EDUCATIONAL PURPOSES ONLY. We are not liable for any Profit or Loss.

PLEASE CONSULT YOUR FINANCIAL ADVISOR
BEFORE BUYING OR SELLING.
THANKS! ✨

Few useful Abbreviations for new traders:
SL: Stop Loss
TGT: Target
CMP: Current Market PRICE
BTST: Buy Today Sell Tomorrow
STBT: Sell Today Buy Tomorrow

The profit/loss figures mentioned are indicative and based on assumptions. 

Futures: Single Lot
OPTIONS: Single lot
Index: 4-5lots"
2024-12-03 12:41:55+00:00,-1001191350817,"Stock Gainers (SEBI REGISTERED)
⭐️Live Analysis of 3rd DEC

1. OPTION ANALYSIS


PVR 1600CE 40 TO 53🔥 
TATA ELAXI 7000CE 370 TO 388🔥


2. STOCK FUTURE & EQUITY CASH ANALYSIS

ACME SOLAR  267 TO 285🔥
EPL 276 TO 287
MANBA FIN 161 TO 175🔥
NETWEB TECH  2930 TO 2967
TOLINS TYERS 227 TO 248🔥




Note: Those who are tracking our Live Analysis please read our disclaimer.

Focus On the Right Analysis

   FOR PRIME  MEMBERSHIP
           PING @SG005✔️"
2024-12-03 09:44:07+00:00,-1001191350817,Is It 😍😍😍😍?
2024-12-03 09:21:27+00:00,-1001191350817,"ACMESOLAR 

267 TO 285 🔥🔥"
2024-12-03 09:12:27+00:00,-1001191350817,ACMESOLAR
2024-12-03 09:12:21+00:00,-1001191350817,283 🔥🔥🔥🔥
2024-12-03 09:10:59+00:00,-1001191350817,"ACMESOLAR


WAITING FOR IPO BASE BREAKOUT 

ABOVE 284-288"
2024-12-03 09:10:20+00:00,-1001191350817,"Equity Pick 

ACME SOLAR

🔥 🔥 

267 to 275 🔥 

Move started"
2024-12-03 09:05:45+00:00,-1001191350817,"NIFTY

Breakout above 25550"
2024-12-03 09:04:55+00:00,-1001191350817,"Bank Nifty 

Breakout"
2024-12-03 08:40:18+00:00,-1001191350817,"PVR INOX 

DAY HIGH 🔥🔥"
2024-12-03 06:42:05+00:00,-1001191350817,"Feedback 
@SG005"
2024-12-03 06:41:53+00:00,-1001191350817,Hope all enjoyed
2024-12-03 06:41:49+00:00,-1001191350817,"Equity Pick 

IPO BASE BREAKOUT 

Tolins Tyres 

228 to 248 🔥 

Enjoy 
Take your points 

Support 235
Now"
2024-12-03 06:31:26+00:00,-1001191350817,"Today 
Day of Newly IPO STOCKS"
2024-12-03 06:31:01+00:00,-1001191350817,235 🔥🔥
2024-12-03 06:29:46+00:00,-1001191350817,"Daily Chart 
Tolins Tyres 

Resistance 240

Above 240 🔥🔥"
2024-12-03 06:27:32+00:00,-1001191350817,Tolins Tyres LTD
2024-12-03 06:27:02+00:00,-1001191350817,"Equity Pick 

Tolins Tyres LTD

CMP 227-228

Support 220
Only 7-8 points 

Expected 250-270

Expected IPO BASE BREAKOUT ABOVE 240+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-03 06:25:34+00:00,-1001191350817,"ONE MORE

IPO PICK SOON"
2024-12-03 06:03:27+00:00,-1001191350817,"EPL LTD 

ONE BIG BASE BREAKOUT SOON 


LONG CONSOLIDATION"
2024-12-03 05:57:28+00:00,-1001191350817,"NETWEB TECH 

Last attempt failed 
After 2940 to 3080

Let's see this time"
2024-12-03 05:57:06+00:00,-1001191350817,"Equity Pick 

NETWEB TECH 

CMP 2930

Support 2700

Expected 3100-3300+



Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-03 05:54:36+00:00,-1001191350817,"MANBA FIN 

161 to 175 🔥 

Trail support 161

And enjoy big"
2024-12-03 05:52:20+00:00,-1001191350817,"REAL

BREAKOUT 

IPO BASE BREAKOUT"
2024-12-03 05:51:35+00:00,-1001191350817,"MANBA FIN 

172 🔥"
2024-12-03 05:39:15+00:00,-1001191350817,"MADE IT HAPPEN 🚩🚩🚩

DAY 1

FEES RECOVERED ✔️✔️

CONGRATULATIONS 👏👏👏👏"
2024-12-03 05:36:20+00:00,-1001191350817,"MANBA FIN 

168 🔥🔥 

KEEP RIDING THIS 

FOR. BIG"
2024-12-03 05:33:56+00:00,-1001191350817,"MANBA FIN 

🔥"
2024-12-03 05:31:28+00:00,-1001191350817,"COME JOIN US

TO JOIN PRIME, PING @SG005 🚩✔️✔️"
2024-12-03 05:31:02+00:00,-1001191350817,"ARE WE ?   😎

🚩"
2024-12-03 05:29:05+00:00,-1001191350817,"THE PRIME PASSIONATE TRADERS 🚩🚩🚩

GLAD TO HAVE SUCH PASSIONATE AND DISCIPLINED TRADERS 🚩👛🚩"
2024-12-03 05:29:05+00:00,-1001191350817,
2024-12-03 05:29:05+00:00,-1001191350817,
2024-12-03 05:25:53+00:00,-1001191350817,"MANBA FIN 

🔥 🔥"
2024-12-03 05:25:47+00:00,-1001191350817,"IPO BASE BREAKOUT 

MANBA FIN 

CMP 161

Support 154

Expected 180*190+


Expected Decent IPO BASE BREAKOUT ABOVE 170-172


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-03 05:22:39+00:00,-1001191350817,"TO JOIN PRIME GROUP, PING @SG005 👏👏"
2024-12-03 05:22:25+00:00,-1001191350817,"THE PRIME EXPERIENCE HITS DIFFERENT 💚💚💚

CONGRATULATIONS ON YOUR WONDERFUL DAY 👏👏👏"
2024-12-03 05:12:35+00:00,-1001191350817,"EPL LTD

GOOD CHART STRUCTURE"
2024-12-03 05:10:24+00:00,-1001191350817,"Equity Pick 

Swing Trade View 

EPL

CMP 276

Support 248

Expected 300-320+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-03 05:09:50+00:00,-1001191350817,"One GOOD Pick
Soon"
2024-12-03 04:39:09+00:00,-1001191350817,"STOCK OPTION 

TATA ELAXI

7000CE

CMP 370

Support 300

Expected 430-500+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-03 04:33:51+00:00,-1001191350817,"KPIT TECH 

🔥 

GOOD CHART STRUCTURE"
2024-12-03 04:32:33+00:00,-1001191350817,"Bullish On 

KPIT TECH

AND

TATA ELAXI"
2024-12-03 04:13:06+00:00,-1001191350817,"OPTION BUYING 

PVR INOX 1600CE

40 to 53 🔥🔥 

Next view 65-75 

Support 40"
2024-12-03 04:12:24+00:00,-1001191350817,"PVR INOX 

🔥 🔥"
2024-12-03 03:55:14+00:00,-1001191350817,Momentum 🔥🔥
2024-12-03 03:52:36+00:00,-1001191350817,"EQUITY PICK 

ACME SOLAR

CMP 267

Support 250

Expected 300-330


One Solid IPO BASE BREAKOUT expected above 280-290


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-03 03:33:13+00:00,-1001191350817,"DLF

GOOD MOVE EXPECTED ABOVE 890"
2024-12-03 03:31:14+00:00,-1001191350817,"ACME SOLAR HOLDING 


STUDY THIS"
2024-12-03 03:30:47+00:00,-1001191350817,"Yesterday 

Blackbuck/Zinka Logistics 

Was locked 20%UC

After strong IPO BASE BREAKOUT"
2024-12-03 01:33:40+00:00,-1001191350817,"🙏 GOOD MORNING ALL 🌻

🌺 Have A Profitable Day today 🌹


NOTE: POSTS HERE ARE BASED ON MY RESEARCH AND ARE FOR EDUCATIONAL PURPOSES ONLY. We are not liable for any Profit or Loss.

PLEASE CONSULT YOUR FINANCIAL ADVISOR
BEFORE BUYING OR SELLING.
THANKS! ✨

Few useful Abbreviations for new traders:
SL: Stop Loss
TGT: Target
CMP: Current Market PRICE
BTST: Buy Today Sell Tomorrow
STBT: Sell Today Buy Tomorrow

The profit/loss figures mentioned are indicative and based on assumptions. 

Futures: Single Lot
OPTIONS: Single lot
Index: 4-5lots"
2024-12-02 12:10:07+00:00,-1001191350817,"Stock Gainers (SEBI REGISTERED)
⭐️Live Analysis of 2nd DEC

1. OPTION ANALYSIS

DIVIS LAB 6200CE 175 TO 200🔥
CSDL 160CE 95 TO 119🔥
PVR 1600CE 40 TO 48🔥 


2. STOCK FUTURE & EQUITY CASH ANALYSIS

BBOX 600 TO 660🔥
BLISS GVK 162 TO 170🔥
DANISH POWER 900 TO 1020🔥
SIYARAM SILK 835 TO 878🔥
CEINSTECH 1600 TO 1648🔥
SALZER ELECTRIC 1190 TO 1220🔥




Note: Those who are tracking our Live Analysis please read our disclaimer.

Focus On the Right Analysis

   FOR PRIME  MEMBERSHIP
           PING @SG005✔️"
2024-12-02 10:02:49+00:00,-1001191350817,For suggestions and feedbackCan msg me on @SG005
2024-12-02 10:00:47+00:00,-1001191350817,"Excellent closing 

SALZER ELE

1190 to 1220 🔥🔥 

Hope all enjoyed"
2024-12-02 09:58:35+00:00,-1001191350817,"OBEROI REALTY 

CHART 🔥"
2024-12-02 09:58:23+00:00,-1001191350817,OBEROI REALTY
2024-12-02 09:53:21+00:00,-1001191350817,"SALZER ELE

PERFECT BTST

CHART"
2024-12-02 09:52:55+00:00,-1001191350817,"Equity 
BTST

VIEW

SALZER ELECTRIC 

CMP 1190

Support 1150

Expected 1230-1250+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-02 09:52:17+00:00,-1001191350817,"ONE MORE GOOD POTENTIAL BTST

VIEW"
2024-12-02 09:43:42+00:00,-1001191350817,"Equity Pick 

Siyaram Silk

835 to 878 🔥 

Almost view closed 

🔥 🔥"
2024-12-02 09:40:11+00:00,-1001191350817,"Equity Pick 

BTST

VIEW 

CEINS TECH 

1620 to 1648 🔥 

Now at 10% UC

Take your points 

My view almost closed

Now support 1620"
2024-12-02 09:39:37+00:00,-1001191350817,"1648 🔥 

10%
UC"
2024-12-02 09:38:35+00:00,-1001191350817,1645 🔥🔥
2024-12-02 09:37:12+00:00,-1001191350817,"EQUITY PICK 

ONLY FOR
BTST VIEW 


CEINS TECH 

CMP 1600-1620

Support 1550

Expected view 1660-1700+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-02 09:14:25+00:00,-1001191350817,"Quality STOCK 

DANISH Power Ltd

910 to 1020 🔥 

Done ✅ 

Lot size 300"
2024-12-02 08:41:37+00:00,-1001191350817,"SIYARAM SILK 

835 TO 865 🔥 

✅"
2024-12-02 08:26:46+00:00,-1001191350817,"DIXON TECH 
GRASIM IND 
JK CEMENT 

SHOWING GOOD STRENGTH"
2024-12-02 08:24:14+00:00,-1001191350817,"Equity BTST

VIEW

SIYARAM SILK

CMP 835

SUPPORT 815

EXPECTED 860-880


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-02 08:02:37+00:00,-1001191350817,"Bullish VIEW on 

Adani Green 

🔥"
2024-12-02 06:52:52+00:00,-1001191350817,"Badly missed 

IPO BASE BREAKOUT 

Zinka Logistics"
2024-12-02 06:49:44+00:00,-1001191350817,"DANISH POWER LTD

Holding support 850

Expected Decent breakout above 950"
2024-12-02 06:47:37+00:00,-1001191350817,"Equity Pick 

SME


DANISH POWER 

CMP 900-910

Support 850

Expected 1000-1050


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
2024-12-02 06:46:50+00:00,-1001191350817,ONE EQUITY PICK SOON
2024-12-02 05:58:46+00:00,-1001191350817,"To JOIN PRIME GROUP, PING @SG005 ✔️✔️✔️"
2024-12-02 05:58:20+00:00,-1001191350817,"SO FAR
SO GOOOOOOD 💚💚💚✔️"
2024-12-02 05:58:20+00:00,-1001191350817,
2024-12-02 05:39:01+00:00,-1001191350817,48 🔥🔥
2024-12-02 05:37:00+00:00,-1001191350817,"PVR INOX 

Clear Ground 🔥"
2024-12-02 05:32:37+00:00,-1001191350817,Dixon
2024-12-02 05:27:39+00:00,-1001191350817,"PVR INOX 

DAY HIGH 🔥"
2024-12-02 04:52:22+00:00,-1001191350817,"Positional View 

CDSL

1600CE

97 to 119

View Almost achieved


🔥 🔥"
2024-12-02 04:35:35+00:00,-1001191350817,"DIVIS LAB 

NOW

READY FOR BREAKOUT"
2024-12-02 04:34:55+00:00,-1001191350817,"Divis LAB 6200CE

175 to 200 🔥"
2024-12-02 04:34:26+00:00,-1001191350817,"Bliss GVK Pharma 

162 to 170 🔥"
2024-12-02 04:34:03+00:00,-1001191350817,"Equity Pick 

BBOX
602 to 660 🔥 

✅"
2024-12-02 04:33:40+00:00,-1001191350817,44 🔥
2024-12-02 04:33:32+00:00,-1001191350817,102 🔥
2024-12-02 04:19:54+00:00,-1001191350817,"CDSL

GOOD BASE"
2024-12-02 04:10:25+00:00,-1001191350817,"POSITIONAL VIEW 

CDSL 1600CE

CMP 95-98

Support 80

Expected 120-140


CDSL

1650-55

SUPPORT 1600

EXPECTED 1700+


Disclaimer :-
Above calls are Not Buy or Sell Levels,These opinions are for educational purposes only, based on research. Consult your financial advisor before investing."
