Date,Sender,Message
2024-12-05 04:39:26+00:00,-1001797363099,1215🤑🤑🤑
2024-12-05 04:39:19+00:00,-1001797363099,1210🤑🤑🤑
2024-12-05 04:39:13+00:00,-1001797363099,1205🤑🤑🤑
2024-12-05 04:30:01+00:00,-1001797363099,"BANKNIFTY 54000 PE

Above 1200

TRG    1250/1300/1350+++"
2024-12-05 03:26:06+00:00,-1001797363099,nifty50 15min pre market chart
2024-12-05 03:20:35+00:00,-1001797363099,banknifty 15min pre market chart
2024-12-05 03:17:10+00:00,-1001797363099,yesterday we have seen some unusual spikes. and we have monetery policy tommorow. little bit spikes to sideways will be today. we might see flat to positive opening today.
2024-12-05 03:16:10+00:00,-1001797363099,btc hit 100000$ mark
2024-12-05 03:06:42+00:00,-1001797363099,Bitcoin पहली बार $ 1lac.के पार.🚀🚀
2024-12-05 03:06:42+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
2024-12-05 03:06:42+00:00,-1001797363099,"FII&DII DATA:- 4-12-2024

FII SELL NET 👉1797.60 Cr. 🔴

DII BUY NET 👉 900.62 Cr.🟢"
2024-12-05 02:14:01+00:00,-1001797363099,"GOOD MORNING TRADERS ❤️

HAVE A PROFITABLE DAY 🎉"
2024-12-04 08:17:17+00:00,-1001797363099,
2024-12-04 08:17:17+00:00,-1001797363099,"ONE MORE LEVEL DONE  PREMIUM GROUP 🤑 🤑 🤑

🤩 SENSEX 81400 CE 🤩

💰 FROM 340 TO 420+++ 💰

              80 POINTS 🤑 🤑 

AUR KITNA KHUD SE MONEY WEST KAROGE 

LOOK JACKPOT LEVEL IN PREMIUM GROUP"
2024-12-04 08:06:11+00:00,-1001797363099,"47,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-04 08:05:50+00:00,-1001797363099,"36,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-04 08:05:41+00:00,-1001797363099,"30,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-04 08:04:38+00:00,-1001797363099,"34,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-04 08:03:59+00:00,-1001797363099,"31,900/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-04 07:54:46+00:00,-1001797363099,
2024-12-04 07:54:46+00:00,-1001797363099,
2024-12-04 07:54:46+00:00,-1001797363099,
2024-12-04 07:54:46+00:00,-1001797363099,
2024-12-04 07:54:46+00:00,-1001797363099,
2024-12-04 07:54:45+00:00,-1001797363099,
2024-12-04 07:54:45+00:00,-1001797363099,
2024-12-04 07:54:45+00:00,-1001797363099,
2024-12-04 07:54:45+00:00,-1001797363099,
2024-12-04 07:54:45+00:00,-1001797363099,"OUR NEW VIP OPTION PREMIUM GROUP TODAY PROFIT BOOKING 🇮🇳🇮🇳

ALL TRADE ROCKET ✅✅

SUPER DUPER DAY OVER..✅✅

BANKNIFTY 52800CE 810 TO 1010....200 POINT 🔥🔥

NIFTY 24550CE 85 TO 115.... 30 POINT 🔥🔥

NIFTY 24550PE 145TO 265....120 PONIT 🔥 🔥 

ENJOY WITH PROFIT ✅✅

Join us for WINNING 🏆🏆

📚📚📊📊🎯🎯✅✅"
2024-12-04 06:42:23+00:00,-1001797363099,645🤑🤑🤑
2024-12-04 06:39:57+00:00,-1001797363099,640🤑🤑🤑
2024-12-04 06:39:52+00:00,-1001797363099,635🤑🤑🤑
2024-12-04 06:39:42+00:00,-1001797363099,630🤑🤑🤑
2024-12-04 06:39:38+00:00,-1001797363099,625🤑🤑🤑
2024-12-04 04:54:51+00:00,-1001797363099,620🤑🤑🤑
2024-12-04 04:54:45+00:00,-1001797363099,615🤑🤑🤑
2024-12-04 04:54:41+00:00,-1001797363099,610🤑🤑🤑
2024-12-04 04:54:36+00:00,-1001797363099,605🤑🤑🤑
2024-12-04 04:17:21+00:00,-1001797363099,"BANKNIFTY 52700 PE 24  DEC 
 
BUY ABOVE : 600
 
TARGET :   650-700-750+++"
2024-12-04 03:31:49+00:00,-1001797363099,"banknifty 15,min chart"
2024-12-04 03:28:57+00:00,-1001797363099,nifty50 15min pre market chart....all imp levels are marked
2024-12-04 03:25:35+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
2024-12-04 03:22:47+00:00,-1001797363099,"FII&DII DATA:- 3-12-2024

FII SELL NET 👉250.99 Cr. 🔴

DII BUY NET 👉3664.67 Cr.🟢"
2024-12-04 02:22:33+00:00,-1001797363099,"GOOD MORNING TRADERS ❤️

HAVE A PROFITABLE DAY 🎉"
2024-12-03 08:19:26+00:00,-1001797363099,"49,600/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-03 08:19:00+00:00,-1001797363099,"32,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-03 08:17:51+00:00,-1001797363099,"21,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-03 08:16:22+00:00,-1001797363099,"20,300/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-03 08:15:19+00:00,-1001797363099,"12,300/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,
2024-12-03 08:11:56+00:00,-1001797363099,"OUR OPTION PREMIUM GROUP TODAY PROFIT BOOKING 🇮🇳🇮🇳

Rocking trade ✅✅

JOIN US FOR WINNING 🏆🏆

📚📚📊📊🎯🎯✅✅"
2024-12-03 06:55:09+00:00,-1001797363099,670🤑🤑🤑
2024-12-03 06:55:04+00:00,-1001797363099,665🤑🤑🤑
2024-12-03 06:55:00+00:00,-1001797363099,660🤑🤑🤑
2024-12-03 06:54:53+00:00,-1001797363099,655🤑🤑🤑
2024-12-03 05:29:02+00:00,-1001797363099,"BANKNIFTY 52500 PE 24  DEC 
 
BUY ABOVE : 650
 
TARGET :   700-750-800+++"
2024-12-03 05:24:55+00:00,-1001797363099,
2024-12-03 05:24:55+00:00,-1001797363099,"One More Jackpot Done ✅ 

Look Our Premium group Level 🤑🤑🤑


❤️  BANKNIFTY 52800 CE❤️

FROM 670 TO  832++++

TOTAL 162 POINTS RUNNING 🚀 🚀 🚀"
2024-12-03 05:06:42+00:00,-1001797363099,
2024-12-03 05:06:42+00:00,-1001797363099,"Look Result 🔥🔥🔥


MORNING JACKPOT CALL🚀🚀🚀 💯


TODAY PREMIUM CALL 🚀🚀🚀

😍😍 SENSEX 80700 CE 😍😍

      🚀🚀  480 TO 614 🤩🤩


💖💖  134 POINTS DONE 💖💖


💰💰 पैसा हो गाया डब्बल 💰💰

21,800/- JACKPOT PROFIT PER LOT 04 🦾🦾🦾

हमारे साथ ट्रेड करोगे तो ऐसे ही प्रॉफिट करोगे 🔥🔥

खुद से लॉस मत करो,, ज्वाइन करो और मस्त प्रॉफिट करो 🤩🤩"
2024-12-03 03:13:22+00:00,-1001797363099,banknifty level ..... sbhi support/resistance ek bar dekh lo sabhi chart per laga lo
2024-12-03 03:10:52+00:00,-1001797363099,"FII&DII DATA:- 2-12-2024

FII SELL NET 👉238.28 Cr. 🔴

DII BUY NET 👉3588.66 Cr.🟢"
2024-12-03 02:19:49+00:00,-1001797363099,"GOOD MORNING TRADERS ❤️

HAVE A PROFITABLE DAY 🎉"
2024-12-02 10:33:22+00:00,-1001797363099,
2024-12-02 10:33:22+00:00,-1001797363099,
2024-12-02 10:33:22+00:00,-1001797363099,
2024-12-02 10:33:21+00:00,-1001797363099,
2024-12-02 10:33:21+00:00,-1001797363099,
2024-12-02 10:33:21+00:00,-1001797363099,
2024-12-02 10:33:21+00:00,-1001797363099,
2024-12-02 10:33:21+00:00,-1001797363099,"OUR NEW VIP OPTION PREMIUM GROUP TODAY PROFIT BOOKING 🇮🇳🇮🇳

ALL TRADE ROCKET ✅✅

SUPER DUPER DAY OVER..✅✅

ENJOY WITH PROFIT ✅✅

Join us for WINNING 🏆🏆

📚📚📊📊🎯🎯✅✅"
2024-12-02 09:27:06+00:00,-1001797363099,40k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-02 09:26:51+00:00,-1001797363099,35k ACCOUNT HANDLING PROFIT ✅
2024-12-02 09:26:31+00:00,-1001797363099,26k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-02 09:26:17+00:00,-1001797363099,22k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-02 09:25:51+00:00,-1001797363099,21k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-02 09:25:32+00:00,-1001797363099,10k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-02 08:37:36+00:00,-1001797363099,ITS OUR PREMIUM CALL SCREENSHOT 🤑🤑🤑✅✅
2024-12-02 08:37:04+00:00,-1001797363099,
2024-12-02 08:37:03+00:00,-1001797363099,"PREMIUM SCREENSHOT CALLS 

NIFTY 24200 CE 

ABOVE 178 TO 230 

50+++ points done all target done ✅👍👍👍"
2024-12-02 07:41:42+00:00,-1001797363099,"No Trades On From My Side Now ✅

Totally Sideways Market ✅"
2024-12-02 07:09:15+00:00,-1001797363099,Do Not Go CE Side Blindly Now ✅
2024-12-02 07:05:00+00:00,-1001797363099,Exit From My Side On This Account ✅
2024-12-02 07:04:47+00:00,-1001797363099,As I Told 🥰🚀😂
2024-12-02 05:40:22+00:00,-1001797363099,Expecting Upside Move If Market Sustain Above 24108✅
2024-12-02 05:40:22+00:00,-1001797363099,24108 is Support In Nifty ✅
2024-12-02 05:25:34+00:00,-1001797363099,OUR ALL TARGET DONE' IN PREMIUM GROUP 💯💯
2024-12-02 05:10:22+00:00,-1001797363099,
2024-12-02 05:10:22+00:00,-1001797363099,"PREMIUM SCREENSHOT CALLS 

NIFTY 24300 PE 

200 TO 240 

🤑🤑🤑✅✅✅✅

CHECK OUR LEVELS 💯💯"
2024-12-02 04:54:26+00:00,-1001797363099,As I Told You 😂❤️
2024-12-02 04:01:57+00:00,-1001797363099,WAIT FOR TRIGGER
2024-12-02 04:01:21+00:00,-1001797363099,"BUY BANKNIFTY 50300 PE

ABOVE 300

TARGET 370/400/430++"
2024-12-02 04:01:10+00:00,-1001797363099,Let Market Sustain Above 24012 For Upside Move ✅
2024-12-02 02:43:44+00:00,-1001797363099,banknifty 15min pre market chart ... all important levels are marked 🔥❤️
2024-12-02 02:42:05+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
2024-12-02 02:38:29+00:00,-1001797363099,"FII&DII DATA:- 29-11-2024

FII BUY NET 👉4383.55 Cr. 🟢

DII BUY NET 👉5723.34 Cr.🟢"
2024-12-02 02:32:46+00:00,-1001797363099,"GOOD MORNING TRADERS ❤️ 

HAVE A PROFITABLE DAY 🎉"
2024-12-01 04:23:22+00:00,-1001797363099,P&L Result ✅
2024-12-01 04:23:22+00:00,-1001797363099,P&L Result ✅
2024-12-01 02:02:22+00:00,-1001797363099,"Booked Around 61k Profit This Week ✅
 On Using 50k Capital ✅"
2024-12-01 02:02:06+00:00,-1001797363099,GOOD MORNING TRADERS ❤️
2024-11-30 03:10:10+00:00,-1001797363099,GOOD MORNING TRADERS ❤️
2024-11-29 07:35:00+00:00,-1001797363099,"Do not Trade in Current Situation,
Both Side Gaps Are Pending ,
Lots of Chances To Hit SL,

Suggesting You All To Avoid Market Now 🙏"
2024-11-29 04:26:47+00:00,-1001797363099,
2024-11-29 04:26:21+00:00,-1001797363099,PROFIT DOUBLE ⏩🤑🤑🤑✅✅
2024-11-29 04:20:41+00:00,-1001797363099,Personally Added Some Quantity On retracement ✅
2024-11-29 04:19:24+00:00,-1001797363099,ACCOUNT HANDLING PROFIT ✅✅
2024-11-29 04:15:11+00:00,-1001797363099,"MOVMENT FAST HE CATCH KARNA AAPKE HATH HE 

80+++ POINTS DONE OUR DEMO CALL 🤙"
2024-11-29 04:14:24+00:00,-1001797363099,480 🤑🤑🤑🤑
2024-11-29 04:13:56+00:00,-1001797363099,470🤑🤑🤑
2024-11-29 04:13:50+00:00,-1001797363099,460🤑🤑🤑
2024-11-29 04:13:45+00:00,-1001797363099,450🤑🤑🤑
2024-11-29 04:13:39+00:00,-1001797363099,440🤑🤑🤑
2024-11-29 04:13:02+00:00,-1001797363099,430🤑🤑🤑
2024-11-29 04:12:40+00:00,-1001797363099,420🤑🤑🤑
2024-11-29 04:12:31+00:00,-1001797363099,415🤑🤑🤑
2024-11-29 04:12:23+00:00,-1001797363099,410🤑🤑🤑
2024-11-29 04:12:14+00:00,-1001797363099,405🤑🤑🤑
2024-11-29 04:12:05+00:00,-1001797363099,ACTIVE ✅✅✅
2024-11-29 04:06:50+00:00,-1001797363099,MORNING DHAMAKA IN PREMIUM GROUP 💯💯
2024-11-29 04:03:12+00:00,-1001797363099,
2024-11-29 04:03:12+00:00,-1001797363099,"PREMIUM SURESHOT CALLS 

BUY SENSEX 79200 CE 

ABOVE 330 TO 520 

190 POINTS DONE OUR PREMIUM ALL TARGET DONE' ✅💯💯💯"
2024-11-29 03:57:46+00:00,-1001797363099,"BUY SENSEX 79400 PE 

ABOVE - 400 

TARGET - 450 500 600+++"
2024-11-29 03:36:59+00:00,-1001797363099,banknifty 5min chart pre market ..... all important levels are marked
2024-11-29 03:10:35+00:00,-1001797363099,"FII&DII DATA:- 28-11-2024

FII BUY NET 👉11756.25 Cr. 🟢

DII BUY NET 👉8718.30 Cr.🟢"
2024-11-29 02:58:32+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
2024-11-29 02:57:53+00:00,-1001797363099,"GOOD MORNING TRADERS ❤️ 

HAVE A PROFITABLE DAY 🎉"
2024-11-28 10:32:07+00:00,-1001797363099,ALMOST 500 POINTS DONE IN OUR OPEN DEMO CALLS CHECK NOW ✅✅✅✅✅✅
2024-11-28 10:31:28+00:00,-1001797363099,"OUR SECOND DEMO CALL

NIFTY 24250 PE

ABOVE 170 TO 421 HIGH 

250 points done in nifty 👍👍✅✅🤑🤑"
2024-11-28 10:29:30+00:00,-1001797363099,"TODAY OUR FIRST DEMO CALL 

BANKNIFTY 51900 PE 

ABOVE 500 TO 740 high 

240++++ POINTS DONE ✅👍"
2024-11-28 10:22:26+00:00,-1001797363099,CLIENTS FEEDBACK ✅✅🙏🙏💯
2024-11-28 07:13:26+00:00,-1001797363099,
2024-11-28 07:13:26+00:00,-1001797363099,"BIG BIGGEST TARGET DONE' IN PREMIUM 

PAHLE HI BOL DIYA THA HOLD FOR BIG PROFIT ✅💯"
2024-11-28 06:25:14+00:00,-1001797363099,"72,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-11-28 06:25:14+00:00,-1001797363099,"52,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-11-28 06:25:14+00:00,-1001797363099,"41,000/- ++++PROFIT BOOK 

LIVE ACCOUNT HANDLING SERVICE PROFIT DONE 👍"
2024-11-28 05:56:27+00:00,-1001797363099,"NIFTY 24250 PE 

170 TO 240 🤑🤑🤑🤑"
2024-11-28 05:52:00+00:00,-1001797363099,"BUY NIFTY 24250 PE 

170 TO 240 

70+++ POINTS DONE IN NIFTY 🤑🤑🤑"
2024-11-28 05:49:37+00:00,-1001797363099,240🤑🤑🤑
2024-11-28 05:48:40+00:00,-1001797363099,235🤑🤑🤑
2024-11-28 05:48:34+00:00,-1001797363099,230🤑🤑🤑
2024-11-28 05:48:27+00:00,-1001797363099,225🤑🤑🤑
2024-11-28 05:48:20+00:00,-1001797363099,220🤑🤑🤑
2024-11-28 05:47:23+00:00,-1001797363099,215🤑🤑🤑
2024-11-28 05:44:29+00:00,-1001797363099,210🤑🤑🤑
2024-11-28 05:44:15+00:00,-1001797363099,205🤑🤑🤑
2024-11-28 05:44:05+00:00,-1001797363099,FIRST TARGET DONE' ✅
2024-11-28 05:43:59+00:00,-1001797363099,200🤑🤑🤑
2024-11-28 05:43:50+00:00,-1001797363099,195🤑🤑🤑
2024-11-28 05:43:42+00:00,-1001797363099,190🤑🤑🤑
2024-11-28 05:43:26+00:00,-1001797363099,185🤑🤑🤑
2024-11-28 05:43:19+00:00,-1001797363099,180🤑🤑🤑
2024-11-28 05:43:12+00:00,-1001797363099,175🤑🤑🤑
2024-11-28 05:33:07+00:00,-1001797363099,"BUY NIFTY 24250 pe 

Above - 170 

Target - 200 250 300

Sl - PAID"
2024-11-28 05:24:04+00:00,-1001797363099,600 🤑🤑🤑
2024-11-28 05:18:28+00:00,-1001797363099,
2024-11-28 05:17:51+00:00,-1001797363099,"598 HIGH 

ALMOST 100+++ POINTS DONE ✅"
2024-11-28 05:16:19+00:00,-1001797363099,590🤑🤑🤑
2024-11-28 05:16:10+00:00,-1001797363099,580🤑🤑🤑
2024-11-28 05:16:02+00:00,-1001797363099,570🤑🤑🤑
2024-11-28 05:15:21+00:00,-1001797363099,560🤑🤑🤑
2024-11-28 05:15:16+00:00,-1001797363099,550🤑🤑🤑
2024-11-28 05:15:05+00:00,-1001797363099,540🤑🤑🤑
2024-11-28 05:14:58+00:00,-1001797363099,530🤑🤑🤑
2024-11-28 05:14:53+00:00,-1001797363099,520🤑🤑🤑
2024-11-28 05:14:48+00:00,-1001797363099,510🤑🤑🤑
2024-11-28 04:24:22+00:00,-1001797363099,"BANKNIFTY 51900 PE 
 
BUY ABOVE : 500
 
TARGET :   550-600-650+++"
2024-11-28 03:36:40+00:00,-1001797363099,banknifty 5min chart pre market
2024-11-28 03:01:38+00:00,-1001797363099,"FII&DII DATA:- 27-11-2024

FII BUY NET 👉      7.78 Cr. 🟢

DII BUY NET 👉1301.97 Cr.🟢"
2024-11-28 03:01:38+00:00,-1001797363099,"Market agar 52000-52300 ki range me open hoga to lot size kam
rkhna ye range proper trapping ki hai ❤️🔥"
2024-11-28 03:01:38+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
2024-11-28 03:01:38+00:00,-1001797363099,GOOD MORNING TRADERS ❤️
2024-11-27 04:20:05+00:00,-1001797363099,
2024-11-27 04:15:24+00:00,-1001797363099,"320 ₹ to 418 ₹ 🎯📊

OUR THIRD TARGET ALMOST DONE🚀🎯"
2024-11-27 04:14:06+00:00,-1001797363099,415🤑🤑🤑
2024-11-27 04:13:59+00:00,-1001797363099,410🤑🤑🤑
2024-11-27 04:13:49+00:00,-1001797363099,405🤑🤑🤑
2024-11-27 04:13:41+00:00,-1001797363099,400🤑🤑🤑
2024-11-27 04:12:46+00:00,-1001797363099,395🤑🤑🤑
2024-11-27 04:12:40+00:00,-1001797363099,390🤑🤑🤑
2024-11-27 04:12:33+00:00,-1001797363099,385🤑🤑🤑
2024-11-27 04:08:52+00:00,-1001797363099,"320 ₹ to 380 ₹ 🎯📊

OUR SECOND TARGET DONE🚀🎯"
2024-11-27 04:08:31+00:00,-1001797363099,375🤑🤑🤑
2024-11-27 04:08:23+00:00,-1001797363099,370🤑🤑🤑
2024-11-27 04:08:18+00:00,-1001797363099,365🤑🤑🤑
2024-11-27 04:07:57+00:00,-1001797363099,360🤑🤑🤑
2024-11-27 04:07:52+00:00,-1001797363099,355🤑🤑🤑
2024-11-27 04:07:47+00:00,-1001797363099,"320 ₹ to 350 ₹ 🎯📊

OUR FIRST TARGET DONE🚀🎯"
2024-11-27 04:07:19+00:00,-1001797363099,345🤑🤑🤑
2024-11-27 04:07:14+00:00,-1001797363099,340🤑🤑🤑
2024-11-27 04:07:10+00:00,-1001797363099,335🤑🤑🤑
2024-11-27 04:07:06+00:00,-1001797363099,330🤑🤑🤑
2024-11-27 04:07:03+00:00,-1001797363099,325🤑🤑🤑
2024-11-27 04:04:22+00:00,-1001797363099,"BUY BANKNIFTY 

52400 PE

ABOVE 320

SL PREMIUM 

TAREGT 350/380/420++++"
2024-11-27 03:23:01+00:00,-1001797363099,banknifty 15min pre market chart ..... all imp levels are marked
2024-11-27 03:22:12+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
2024-11-27 03:20:58+00:00,-1001797363099,"FII&DII DATA:- 26-11-2024

FII BUY NET 👉 1157.70 Cr. 🟢

DII SELL NET 👉1910.86 Cr.🔴"
2024-11-27 03:18:33+00:00,-1001797363099,"GOOD MORNING TRADERS ❤️ 

HAVE A PROFITABLE DAY 😊"
2024-11-26 09:11:36+00:00,-1001797363099,"59K/++ PROFIT DONE 👍 

TODAY LIVE ACCOUNT HANDLING WORK DONE 🤑🤑🤑"
2024-11-26 09:11:09+00:00,-1001797363099,"52K/++ PROFIT DONE 👍 

TODAY LIVE ACCOUNT HANDLING WORK DONE 🤑🤑🤑"
2024-11-26 03:02:26+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
