Date,Sender,Message
2024-12-02 06:20:19+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Vimta Labs Ltd
Symbol: VIMTALABS
Rating: Buy 🟢
CMP: ₹903
Stop loss: ₹848
Target: 1048
Duration: 5-10 Days
Trade Date: 02-12-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-12-02 04:07:55+00:00,-1001156495705,"Book 36% Profit in Minda Corporation Ltd

CMP: ₹ 500
Returns: 36.24%
Recommended Price: ₹ 367
Recommendation Date: 30-11-2023

We have completed the one-year holding period with this stock under the Positional Trading Pick. According to the strategy rules, we recommend investors to sell the stock and book 36% profit.

Disclaimer: https://sam-co.in/6j
Name of RA: Amar Nandu"
2024-12-01 11:32:14+00:00,-1001156495705,
2024-11-30 08:03:22+00:00,-1001156495705,https://youtu.be/Sf0BUrx7J9M
2024-11-30 04:48:38+00:00,-1001156495705,
2024-11-29 08:07:03+00:00,-1001156495705,Exit @ 638.2
2024-11-29 06:57:04+00:00,-1001156495705,Book Profit and Exit @ 888
2024-11-29 06:19:49+00:00,-1001156495705,Exit @ 46
2024-11-29 04:20:03+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Voltas Ltd
Symbol: VOLTAS24DEC1660CE
Rating: Buy 🟢
CMP: ₹54
Stop loss: ₹44
Target: 69
Duration: 1-2 Days
Trade Date: 29-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-28 09:06:42+00:00,-1001156495705,Trail SL to 840 (CMP 865)
2024-11-28 08:27:36+00:00,-1001156495705,https://youtu.be/MsJf5cKn2nY
2024-11-28 05:55:23+00:00,-1001156495705,Book Profit and Exit @ 7320
2024-11-28 05:18:25+00:00,-1001156495705,Book Profit and Exit @ 1112
2024-11-28 05:05:17+00:00,-1001156495705,EXIT SL HIT IN NIFTY 24200 CE
2024-11-28 04:52:18+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Aegis Logistics Ltd
Symbol: AEGISLOG
Rating: Buy 🟢
CMP: ₹835
Stop loss: ₹800
Target: 945
Duration: 5-10 Days
Trade Date: 28-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-28 04:34:59+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24D0524200CE
Rating: Buy 🟢
CMP: ₹274
Stop loss: ₹240
Target: 330
Duration: INTRADAY
Trade Date: 28-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-28 04:15:52+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Elgi Equipments Ltd
Symbol: ELGIEQUIP
Rating: Buy 🟢
CMP: ₹635
Stop loss: ₹608
Target: 740
Duration: 5-10 Days
Trade Date: 28-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-27 09:09:58+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: RPSG Ventures Ltd
Symbol: RPSGVENT
Rating: Buy 🟢
CMP: ₹1090
Stop loss: ₹1048
Target: 1210
Duration: 5-10 Days
Trade Date: 27-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-27 08:36:37+00:00,-1001156495705,Book Profit and Exit @ 434
2024-11-27 07:44:00+00:00,-1001156495705,TARGET ACHIEVED IN NIFTY 24100CE
2024-11-27 06:47:56+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24NOV24100CE
Rating: Buy 🟢
CMP: ₹150
Stop loss: ₹125
Target: 200
Duration: INTRADAY
Trade Date: 27-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-27 06:24:22+00:00,-1001156495705,EXIT FINNIFTY AT COST CMP 485
2024-11-27 06:24:18+00:00,-1001156495705,Exit @ 33.8
2024-11-27 05:46:47+00:00,-1001156495705,Book Profit and Exit @ 4420
2024-11-27 05:02:17+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Aurobindo Pharma Ltd
Symbol: AUROPHARMA24DEC1240CE
Rating: Buy 🟢
CMP: ₹38.5
Stop loss: ₹31
Target: 58
Duration: 1-2 Days
Trade Date: 27-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-27 04:49:53+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: FINNIFTY
Symbol: FINNIFTY24DEC24100CE
Rating: Buy 🟢
CMP: ₹485
Stop loss: ₹450
Target: 550
Duration: INTRADAY
Trade Date: 27-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-27 04:12:26+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: PCBL Ltd
Symbol: PCBL
Rating: Buy 🟢
CMP: ₹419
Stop loss: ₹402
Target: 460
Duration: 5-10 Days
Trade Date: 27-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-27 04:04:59+00:00,-1001156495705,
2024-11-27 04:04:45+00:00,-1001156495705,
2024-11-26 09:58:20+00:00,-1001156495705,Book Profit and Exit @ 483
2024-11-26 09:50:33+00:00,-1001156495705,Book Profit and Exit @ 1220
2024-11-26 09:39:30+00:00,-1001156495705,Book Profit and Exit @ 24.4
2024-11-26 06:27:51+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: DLF Ltd
Symbol: DLF24DEC830PE
Rating: Buy 🟢
CMP: ₹22.8
Stop loss: ₹18
Target: 36
Duration: 1-2 Days
Trade Date: 26-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-26 04:02:58+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Mazagon Dock Shipbuilders Ltd
Symbol: MAZDOCK
Rating: Buy 🟢
CMP: ₹4255
Stop loss: ₹4030
Target: 4880
Duration: 5-10 Days
Trade Date: 26-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-25 05:52:58+00:00,-1001156495705,BOOK PROFIT CMP 430
2024-11-25 05:49:37+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Praj Industries Limited
Symbol: PRAJIND
Rating: Buy 🟢
CMP: ₹812
Stop loss: ₹650
Duration: 1 Year
Trade Date: 25-11-2024
Trade Type: Positional Pick

Note: Since we base our strategy on momentum, predicting the target price might lead to early exits. So, we will update the exit price as soon as the momentum slows down. The maximum holding period for this call is one year.

Name of RA: Amar Nandu

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-25 05:37:50+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Saregama India Ltd
Symbol: SAREGAMA
Rating: Buy 🟢
CMP: ₹468
Stop loss: ₹445
Target: 540
Duration: 5-10 Days
Trade Date: 25-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-25 05:06:37+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: BANKNIFTY
Symbol: BANKNIFTY24NOV52100CE
Rating: Buy 🟢
CMP: ₹375
Stop loss: ₹310
Target: 500
Duration: INTRADAY
Trade Date: 25-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-25 05:05:16+00:00,-1001156495705,"Book 62% Profit in CG Power & Industrial Solutions Ltd

CMP: ₹ 748
Returns: 61.56%
Recommended Price: ₹ 463
Recommendation Date: 23-11-2023

CG Power & Industrial Solutions is an international company that delivers comprehensive solutions for managing and utilizing electrical energy efficiently and sustainably. It caters to utilities, industries, and consumers, offering a range of products, services, and solutions across two primary business areas: Power Systems and Industrial Systems.

We have completed the one-year holding period with this stock under the Positional Trading Pick. According to the strategy rules, we recommend investors to sell the stock and book 62% profit.

Disclaimer: https://sam-co.in/6j     
Name of RA: Amar Nandu"
2024-11-25 05:03:59+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: XPRO India Ltd
Symbol: XPROINDIA
Rating: Buy 🟢
CMP: ₹1171
Stop loss: ₹1118
Target: 1280
Duration: 5-10 Days
Trade Date: 25-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-25 04:42:08+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Cera Sanitaryware Ltd
Symbol: CERA
Rating: Buy 🟢
CMP: ₹7065
Stop loss: ₹6740
Target: 7820
Duration: 5-10 Days
Trade Date: 25-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-25 03:03:08+00:00,-1001156495705,
2024-11-24 11:32:55+00:00,-1001156495705,
2024-11-22 06:50:41+00:00,-1001156495705,Book profit CMP 106.50
2024-11-22 06:18:26+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: MIDCAPNIFTY
Symbol: MIDCPNIFTY24NOV12200CE
Rating: Buy 🟢
CMP: ₹90
Stop loss: ₹74
Target: 130
Duration: INTRADAY
Trade Date: 22-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-22 05:43:05+00:00,-1001156495705,Target Achieved
2024-11-22 04:40:40+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Trent Ltd
Symbol: TRENT24NOV6500CE
Rating: Buy 🟢
CMP: ₹100
Stop loss: ₹72
Target: 158
Duration: 1-2 Days
Trade Date: 22-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-22 04:16:41+00:00,-1001156495705,"Book 64% Profit in Tata Investment Corporation

CMP: ₹6560
Recommended Price: ₹ 4000
Recommendation Date: 20th November 2023
Duration:  1 year
Returns: 64%

We have completed the one-year holding period with this stock under the Positional Trading Pick. According to the strategy rules, we recommend investors to sell the stock and book 64% profit.

Name of RA: Amar Nandu 
Disclaimer: https://sam-co.in/6j"
2024-11-22 04:14:41+00:00,-1001156495705,"Exit Varroc Engineering

CMP: ₹510
Recommended Price: ₹ 553
Recommendation Date: 20th November 2023
Duration:  1 year
Returns: -7.78%

We have completed the one-year holding period with this stock under the Positional Trading Pick. According to the strategy rules, we recommend investors to sell the stock.

Name of RA: Amar Nandu 
Disclaimer: https://sam-co.in/6"
2024-11-22 02:51:27+00:00,-1001156495705,Traders Dashboard
2024-11-21 10:32:24+00:00,-1001156495705,We are live 🔴 👉 https://youtube.com/live/GhTaam8FHZM
2024-11-21 09:35:32+00:00,-1001156495705,Book Profit and Exit @ 26
2024-11-21 09:05:48+00:00,-1001156495705,Book Profit and Exit @ 3200
2024-11-21 08:08:06+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: United Spirits Ltd
Symbol: UNITDSPR24NOV1500PE
Rating: Buy 🟢
CMP: ₹22.5
Stop loss: ₹14
Target: 37
Duration: 1-2 Days
Trade Date: 21-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-21 07:30:42+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24NOV23350PE
Rating: Buy 🟢
CMP: ₹178
Stop loss: ₹155
Target: 220
Duration: INTRADAY
Trade Date: 21-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-21 05:53:12+00:00,-1001156495705,"Exit ACC Ltd

CMP: ₹1975
Recommended Price: ₹ 2500
Recommendation Date: 30th January 2024
Duration: 296 days
Returns: -21%
Allegations of bribery involving Gautam Adani, founder of the Adani Group, and an investigation by the U.S. Department of Justice concerning preferential treatment in renewable energy projects have raised concerns about corporate governance. Consequently, the share value has dipped by 20% from our entry point, ultimately triggering our pre-established stop loss.
Investors should follow the rules set by the system, cutting losers early and letting winners run.

Name of RA: Amar Nandu 

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-21 03:52:46+00:00,-1001156495705,"Close Positional, SL Triggered"
2024-11-21 02:57:20+00:00,-1001156495705,Traders Dashboard
2024-11-19 09:49:07+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Tamil Nadu Petro Products Ltd
Symbol: TNPETRO
Rating: Buy 🟢
CMP: ₹78
Duration: 1 Year
Trade Date: 19-11-2024
Trade Type: Value Pick

Note: Since we base our strategy on fundamental parameters, predicting the target price might lead to early exits. So, we will update the exit price as soon as the stock becomes overvalued. Until then hold the stock. The ideal holding period for this recommendation is one year.

Name of RA: Raj Gaikar

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-19 09:41:30+00:00,-1001156495705,"Close Position, SL Triggered"
2024-11-19 08:55:17+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: ICICI Bank Ltd
Symbol: ICICIBANK24NOV1250CE
Rating: Buy 🟢
CMP: ₹17.7
Stop loss: ₹13.7
Target: 26
Duration: 1-2 Days
Trade Date: 19-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-19 08:33:05+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Bharat Petroleum Corporation Ltd
Symbol: BPCL24NOV290CE
Rating: Buy 🟢
CMP: ₹7.5
Stop loss: ₹5.2
Target: 10.8
Duration: 1-2 Days
Trade Date: 19-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-19 08:08:43+00:00,-1001156495705,Book profit and Exit @ 175
2024-11-19 06:56:13+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Kirloskar Industries Ltd
Symbol: KIRLOSIND
Rating: Buy 🟢
CMP: ₹4,511
Duration: 1 Year
Trade Date: 19-11-2024
Trade Type: Value Pick

Note: Since we base our strategy on fundamental parameters, predicting the target price might lead to early exits. So, we will update the exit price as soon as the stock becomes overvalued. Until then hold the stock. The ideal holding period for this recommendation is one year.

Name of RA: Raj Gaikar

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-19 05:59:34+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: ABB India Ltd
Symbol: ABB24NOV6700CE
Rating: Buy 🟢
CMP: ₹132
Stop loss: ₹112
Target: 182
Duration: 1-2 Days
Trade Date: 19-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-19 04:58:28+00:00,-1001156495705,Target Achieved
2024-11-19 04:40:10+00:00,-1001156495705,"To all the men shaping their futures with focus and drive, may your journey be as steady as a chart on the rise. 
Happy International Men’s Day!"
2024-11-19 04:23:53+00:00,-1001156495705,"Exit Sonata Software

CMP: ₹561.35
Recommended Price: ₹ 699
Recommendation Date: 15th July 2024
Duration: 127 days
Returns: -19.69%
The impact of weakness in the broader market indices was also seen in Sonata Software. Consequently, the share value has dipped by 20% from our entry point, ultimately triggering our pre-established stop loss.
Investors should follow the rules set by the system, cutting losers early and letting winners run.

Disclaimer: https://sam-co.in/6j         

Name of RA: Amar Nandu"
2024-11-19 04:08:56+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: BANKNIFTY
Symbol: BANKNIFTY24NOV50500CE
Rating: Buy 🟢
CMP: ₹565
Stop loss: ₹500
Target: 650
Duration: INTRADAY
Trade Date: 19-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-19 03:58:21+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Titan Company Ltd
Symbol: TITAN24NOV3200CE
Rating: Buy 🟢
CMP: ₹42.2
Stop loss: ₹29
Target: 68
Duration: 1-2 Days
Trade Date: 19-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-19 02:53:45+00:00,-1001156495705,Traders Dashboard
2024-11-18 09:48:22+00:00,-1001156495705,Book Profit and Exit @ 43.3
2024-11-18 08:59:16+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Hindustan Unilever Ltd
Symbol: HINDUNILVR24NOV2400CE
Rating: Buy 🟢
CMP: ₹37
Stop loss: ₹27
Target: 54
Duration: 1-2 Days
Trade Date: 18-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-18 08:40:06+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Mastek Ltd
Symbol: MASTEK
Rating: Buy 🟢
CMP: ₹3130
Stop loss: ₹2975
Target: 3580
Duration: 5-10 Days
Trade Date: 18-11-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-18 07:08:37+00:00,-1001156495705,Target Achieved
2024-11-18 06:39:02+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: JSW Steel Ltd
Symbol: JSWSTEEL24NOV940CE
Rating: Buy 🟢
CMP: ₹17.7
Stop loss: ₹12.2
Target: 25
Duration: 1-2 Days
Trade Date: 18-11-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-18 05:54:00+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Kernex Microsystems (India) Ltd
Symbol: KERNEX
Rating: Buy 🟢
CMP: ₹862
Stop loss: ₹693
Duration: 6 Months
Trade Date: 18-11-2024
Trade Type: Momentum Pick

Note: Since we base our strategy on earnings and momentum, predicting the target price might lead to early exits. So, we will update the exit price as soon as the stock loses its momentum or becomes technically weak. Until then enjoy the ride. The ideal holding period for this call is six months.

Name of RA: T Manish

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-18 05:21:59+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: FINNIFTY
Symbol: FINNIFTY24N1923300PE
Rating: Buy 🟢
CMP: ₹132
Stop loss: ₹105
Duration: INTRADAY
Trade Date: 18-11-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-11-18 04:53:56+00:00,-1001156495705,"We recommended Balkrishna Industries ltd as it posted its highest-ever sales and PAT in Q4FY24 and recorded a decent YoY growth.
The stock was also trading close to its previous highs.
Despite the company recording such stellar results it could not continue its results spree in the consecutive quarters, and the duration to hold the stock is also is also over. So we are recommending to exit & book loss in the stock at Rs. 2760 levels, yielding -8.4% in 6 months.
Feel free to share your thoughts on the suggested recommendations. You can write to us on support@samco.in"
2024-11-18 04:40:05+00:00,-1001156495705,"Exit RattanIndia Enterprises

CMP: ₹61.15
Recommended Price: ₹ 78
Recommendation Date: 23rd November 2023
Duration: 360 days
Returns: -21.6%
The impact of weakness in the broader market indices was also seen in RattanIndia Enterprise. Moreover the quarterly result of Quarter 2 was not bright with the company recording a loss of Rs 242 crores with sales growth of 12% on a YOY basis. Consequently, the share value has dipped by 20% from our entry point, ultimately triggering our pre-established stop loss. Investors should follow the rules set by the system, cutting losers early and letting winners run.

Disclaimer: https://sam-co.in/6j         

Name of RA: Amar Nandu"
2024-11-18 02:52:34+00:00,-1001156495705,Traders Dashboard
2024-11-17 11:32:26+00:00,-1001156495705,
2024-11-16 06:07:28+00:00,-1001156495705,https://youtu.be/WcZPAA5xWiQ?si=Xn2di1taqRx6NPBb
2024-11-15 11:53:33+00:00,-1001156495705,"Join us tomorrow at 11 a.m., where Apurva Sheth continues his conversation with Vishal Malkhan to address ""How to Use Momentum & Volatility to Pick the Best Stock Trades""

Don't forget to see this episode exclusively on The Right Choices with the Oracles of Dalal Street"
2024-11-15 05:29:04+00:00,-1001156495705,"Inspired by Guru Nanak’s wisdom, patience and discipline are essential not only in life but also in the world of trading. Samco wishes one and all, a very happy Guru Nanak Jayanti."
2024-11-14 11:17:27+00:00,-1001156495705,
2024-11-14 05:07:06+00:00,-1001156495705,BOOK PROFIT IN MIDCAP 12150CE CMP 97.85
2024-11-14 04:52:11+00:00,-1001156495705,"From Saturday morning cartoons to Monday market openings, some things never change. This Children’s Day, let’s remember how far we’ve come while stayed right there."
