Date,Sender,Message
2024-12-05 04:49:48+00:00,-1001843670580,783
2024-12-05 04:49:21+00:00,-1001843670580,781
2024-12-05 04:49:09+00:00,-1001843670580,780
2024-12-05 04:49:04+00:00,-1001843670580,779
2024-12-05 04:46:19+00:00,-1001843670580,
2024-12-05 04:41:27+00:00,-1001843670580,775
2024-12-05 04:40:04+00:00,-1001843670580,774
2024-12-05 04:39:50+00:00,-1001843670580,773
2024-12-05 04:39:44+00:00,-1001843670580,770
2024-12-05 04:39:31+00:00,-1001843670580,765
2024-12-05 04:39:26+00:00,-1001843670580,764
2024-12-05 04:39:19+00:00,-1001843670580,762
2024-12-05 04:39:12+00:00,-1001843670580,760
2024-12-05 04:39:06+00:00,-1001843670580,"Buy banknifty 53100 pe
@753
SL.
TGT.780.790+++"
2024-12-05 02:38:59+00:00,-1001843670580,Long shot ratio of fii and dii ✌️✌️✌️
2024-12-05 02:38:59+00:00,-1001843670580,"FII DII DATA 
FII were net buying privious day
Dii on selling ✌️✌️✌️✌️✌️✌️✌️"
2024-12-05 02:38:45+00:00,-1001843670580,Sensex important levels ✌️✌️
2024-12-05 02:38:13+00:00,-1001843670580,Midcpnifty important levels ✌️✌️
2024-12-05 02:37:29+00:00,-1001843670580,Banknifty important levels ✌️✌️
2024-12-05 02:37:01+00:00,-1001843670580,Nifty important levels ✌️✌️
2024-12-05 02:05:36+00:00,-1001843670580,"Global market update 
Gifnifty showing a flat opening 
✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️"
2024-12-05 02:03:23+00:00,-1001843670580,
2024-12-04 11:11:42+00:00,-1001843670580,✌️✌️✌️✌️✌️✌️
2024-12-04 11:11:42+00:00,-1001843670580,
2024-12-04 11:11:11+00:00,-1001843670580,Jackpot return today
2024-12-04 11:11:11+00:00,-1001843670580,
2024-12-04 09:44:50+00:00,-1001843670580,Jackpot return today
2024-12-04 09:42:03+00:00,-1001843670580,
2024-12-04 09:32:44+00:00,-1001843670580,Jackpot blast ❤️👍👍👍❤️❤️❤️👍👍👍
2024-12-04 09:31:48+00:00,-1001843670580,J...
2024-12-04 09:31:43+00:00,-1001843670580,J......
2024-12-04 09:31:29+00:00,-1001843670580,J....
2024-12-04 09:31:23+00:00,-1001843670580,J......
2024-12-04 09:31:16+00:00,-1001843670580,J...
2024-12-04 09:31:10+00:00,-1001843670580,J....
2024-12-04 09:28:41+00:00,-1001843670580,J.....mm
2024-12-04 09:20:28+00:00,-1001843670580,
2024-12-04 09:17:55+00:00,-1001843670580,
2024-12-04 09:16:18+00:00,-1001843670580,915
2024-12-04 09:16:04+00:00,-1001843670580,909
2024-12-04 09:15:30+00:00,-1001843670580,906
2024-12-04 09:14:40+00:00,-1001843670580,905
2024-12-04 09:14:35+00:00,-1001843670580,901
2024-12-04 09:14:22+00:00,-1001843670580,900
2024-12-04 09:14:18+00:00,-1001843670580,"Buy banknifty 53200 call
@895
SL
TGT.900.920++++"
2024-12-04 08:53:11+00:00,-1001843670580,J...
2024-12-04 08:49:56+00:00,-1001843670580,
2024-12-04 08:49:56+00:00,-1001843670580,J.....j.mmm
2024-12-04 08:47:07+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️❤️👍👍❤️❤️👍
2024-12-04 08:47:07+00:00,-1001843670580,
2024-12-04 08:45:30+00:00,-1001843670580,
2024-12-04 08:45:30+00:00,-1001843670580,J....
2024-12-04 08:44:46+00:00,-1001843670580,
2024-12-04 08:44:46+00:00,-1001843670580,J.....
2024-12-04 08:29:09+00:00,-1001843670580,Banknifty pcR data ❤️❤️👍❤️❤️
2024-12-04 08:28:59+00:00,-1001843670580,Nifty PCR data ❤️👍👍❤️❤️❤️❤️
2024-12-04 08:25:52+00:00,-1001843670580,J...
2024-12-04 08:25:45+00:00,-1001843670580,J....
2024-12-04 08:25:45+00:00,-1001843670580,J...
2024-12-04 08:25:35+00:00,-1001843670580,J.....
2024-12-04 08:17:37+00:00,-1001843670580,Market recovery by fall
2024-12-04 08:13:53+00:00,-1001843670580,Exit
2024-12-04 08:13:49+00:00,-1001843670580,"155 point achieve by call 
Jackpot return calls"
2024-12-04 08:12:01+00:00,-1001843670580,
2024-12-04 08:10:12+00:00,-1001843670580,982
2024-12-04 08:09:59+00:00,-1001843670580,974
2024-12-04 08:09:52+00:00,-1001843670580,967
2024-12-04 08:09:45+00:00,-1001843670580,963
2024-12-04 08:09:16+00:00,-1001843670580,"110 point achieve by call ❤️👍👍👍❤️❤️
Jackpot return calls"
2024-12-04 08:09:15+00:00,-1001843670580,
2024-12-04 08:07:19+00:00,-1001843670580,942
2024-12-04 08:04:19+00:00,-1001843670580,938
2024-12-04 08:02:10+00:00,-1001843670580,
2024-12-04 07:58:31+00:00,-1001843670580,885
2024-12-04 07:58:21+00:00,-1001843670580,882
2024-12-04 07:58:09+00:00,-1001843670580,880
2024-12-04 07:58:00+00:00,-1001843670580,877
2024-12-04 07:56:57+00:00,-1001843670580,50 point achieve by call 👍👍👍👍👍👍👍
2024-12-04 07:54:23+00:00,-1001843670580,Last Target done 👍👍✅✅✅
2024-12-04 07:53:24+00:00,-1001843670580,875
2024-12-04 07:52:02+00:00,-1001843670580,
2024-12-04 07:51:44+00:00,-1001843670580,874
2024-12-04 07:50:56+00:00,-1001843670580,869
2024-12-04 07:50:50+00:00,-1001843670580,
2024-12-04 07:50:17+00:00,-1001843670580,866
2024-12-04 07:49:30+00:00,-1001843670580,
2024-12-04 07:48:39+00:00,-1001843670580,862
2024-12-04 07:48:25+00:00,-1001843670580,860
2024-12-04 07:42:46+00:00,-1001843670580,ZOMATO❤️👍👍❤️❤️❤️❤️❤️
2024-12-04 07:41:52+00:00,-1001843670580,Nifty
2024-12-04 07:32:49+00:00,-1001843670580,"Target done 👍✅✅✅✅👍✅✅✅✅👍
26 point achieve by call"
2024-12-04 07:30:49+00:00,-1001843670580,853
2024-12-04 07:30:43+00:00,-1001843670580,850
2024-12-04 07:30:38+00:00,-1001843670580,845
2024-12-04 07:28:59+00:00,-1001843670580,842
2024-12-04 07:28:40+00:00,-1001843670580,840
2024-12-04 07:28:25+00:00,-1001843670580,839
2024-12-04 07:27:52+00:00,-1001843670580,838
2024-12-04 07:23:55+00:00,-1001843670580,835
2024-12-04 07:23:46+00:00,-1001843670580,834
2024-12-04 07:23:37+00:00,-1001843670580,833
2024-12-04 07:23:27+00:00,-1001843670580,830
2024-12-04 07:23:22+00:00,-1001843670580,829
2024-12-04 07:23:15+00:00,-1001843670580,"Buy banknifty 53100 call
@826
SL
TGT.840.850++"
2024-12-04 07:13:07+00:00,-1001843670580,"Banknifty Algo jackpot 
Profit"
2024-12-04 07:10:22+00:00,-1001843670580,Nifty PCR data ❤️👍👍👍❤️
2024-12-04 07:10:12+00:00,-1001843670580,PCR data ❤️👍👍👍❤️👍bnf
2024-12-04 07:08:42+00:00,-1001843670580,Banknifty support se upper side ❤️👍👍❤️❤️
2024-12-04 06:47:06+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️❤️
2024-12-04 06:46:16+00:00,-1001843670580,"#JUBLINGREA CMP 813

Referring to my previous Tweets, the First BreakOut was at 500 back in April 2024.

It then made a Second BreakOut at 650 during August of 2024.

Now seems like this could be the 3rd and Final Attempt for a BreakOut of the ATH and then sky seems pretty much open for it.

PlanYourTrade
#MasterInOne"
2024-12-04 06:44:53+00:00,-1001843670580,30 point achieve by put ❤️👍👍❤️❤️❤️❤️
2024-12-04 06:41:25+00:00,-1001843670580,788
2024-12-04 06:41:14+00:00,-1001843670580,787
2024-12-04 06:41:00+00:00,-1001843670580,785
2024-12-04 06:40:41+00:00,-1001843670580,783
2024-12-04 06:40:23+00:00,-1001843670580,780
2024-12-04 06:40:13+00:00,-1001843670580,776
2024-12-04 06:40:08+00:00,-1001843670580,775
2024-12-04 06:39:59+00:00,-1001843670580,770
2024-12-04 06:39:54+00:00,-1001843670580,765
2024-12-04 06:39:49+00:00,-1001843670580,"Buy banknifty 53000 pe
@760
SL.
TGT.770.780++++"
2024-12-04 06:36:59+00:00,-1001843670580,Banknifty 200 point fall
2024-12-04 06:34:46+00:00,-1001843670580,Nifty in 100 point fall
2024-12-04 06:24:20+00:00,-1001843670580,Nifty PCR data ❤️👍👍❤️❤️👍👍👍
2024-12-04 06:23:59+00:00,-1001843670580,Banknifty pcR data ❤️👍👍❤️❤️👍
2024-12-04 06:07:32+00:00,-1001843670580,Tcs pole and fleg pattern breakout ❤️❤️👍👍❤️❤️❤️😔
2024-12-04 06:06:09+00:00,-1001843670580,"Next jackpot calls
After some time ❤️👍👍❤️❤️👍👍"
2024-12-04 06:03:26+00:00,-1001843670580,"PCR data 
Nifty ❤️👍👍👍❤️😊"
2024-12-04 06:02:43+00:00,-1001843670580,"Pcr data ❤️👍👍❤️❤️
Banknifty ❤️👍👍👍"
2024-12-04 06:00:26+00:00,-1001843670580,Enjoy ❤️❤️👍❤️❤️
2024-12-04 05:58:05+00:00,-1001843670580,J.....
2024-12-04 05:55:45+00:00,-1001843670580,"Wipro support 295
Wipro showing triangle pattern ❤️👍👍👍"
2024-12-04 05:53:22+00:00,-1001843670580,"Tcs bullish ❤️👍👍👍❤️
Pole and fleg pattern ❤️❤️👍❤️❤️❤️❤️❤️"
2024-12-04 05:50:13+00:00,-1001843670580,Morning jackpot return ❤️❤️👍👍❤️👍👍👍👍
2024-12-04 05:44:23+00:00,-1001843670580,Nifty continue renging ❤️👍👍👍👍
2024-12-04 05:40:09+00:00,-1001843670580,"Sensex 81200 resistance 
Support.80800"
2024-12-04 05:36:24+00:00,-1001843670580,Banknifty continue bullish❤️👍👍👍👍👍❤️❤️❤️
2024-12-04 05:35:10+00:00,-1001843670580,Nifty support 24500
2024-12-04 05:31:08+00:00,-1001843670580,Banknifty at resistance ❤️❤️👍❤️❤️👍👍❤️
2024-12-04 05:30:01+00:00,-1001843670580,J..m
2024-12-04 05:29:55+00:00,-1001843670580,J..
2024-12-04 05:29:47+00:00,-1001843670580,J....
2024-12-04 05:29:40+00:00,-1001843670580,J...
2024-12-04 05:27:51+00:00,-1001843670580,J...
2024-12-04 05:27:44+00:00,-1001843670580,J..m
2024-12-04 05:24:23+00:00,-1001843670580,
2024-12-04 05:24:21+00:00,-1001843670580,J...
2024-12-04 05:24:14+00:00,-1001843670580,J...
2024-12-04 05:24:05+00:00,-1001843670580,J...
2024-12-04 05:23:56+00:00,-1001843670580,J....
2024-12-04 04:56:48+00:00,-1001843670580,Nifty
2024-12-04 04:51:52+00:00,-1001843670580,nifty 15 minutes shooting star candle stick pattern❤️👍👍👍❤️
2024-12-04 04:51:18+00:00,-1001843670580,"Breakout Soon Candidate!❤️👍👍👍❤️❤️
ZOMATO

1- Hovering below Resistance 
2- Volum Buildup Seen 
3- Basing Pattern 

Keep on Radar.
Potential Upside Stock!"
2024-12-04 04:49:02+00:00,-1001843670580,
2024-12-04 04:49:02+00:00,-1001843670580,
2024-12-04 04:49:01+00:00,-1001843670580,
2024-12-04 04:49:01+00:00,-1001843670580,
2024-12-04 04:48:50+00:00,-1001843670580,J...
2024-12-04 04:48:41+00:00,-1001843670580,J...m
2024-12-04 04:47:24+00:00,-1001843670580,J.....
2024-12-04 04:46:57+00:00,-1001843670580,J....
2024-12-04 04:46:43+00:00,-1001843670580,Algo jackpot calls
2024-12-04 04:45:18+00:00,-1001843670580,finnifty break important resistance zone daily time frame chart❤️👍👍👍👍❤️👍
2024-12-04 04:32:18+00:00,-1001843670580,"J,m"
2024-12-04 04:32:10+00:00,-1001843670580,J..
2024-12-04 04:32:00+00:00,-1001843670580,Morning blast
2024-12-04 04:31:47+00:00,-1001843670580,
2024-12-04 04:31:43+00:00,-1001843670580,J.m
2024-12-04 04:31:36+00:00,-1001843670580,J.m
2024-12-04 04:31:28+00:00,-1001843670580,Morning jackpot return
2024-12-04 04:31:06+00:00,-1001843670580,finnifty 100 points up after break 24375 ye important resistance tha apko kal bhi btaya tha❤️👍👍❤️❤️👍❤️❤️👍👍
2024-12-04 04:30:38+00:00,-1001843670580,nifty 80 points up after break the previous day high❤️👍👍👍❤️❤️👍👍👍👍
2024-12-04 04:21:23+00:00,-1001843670580,Target done 👍👍✅✅👍👍👍👍
2024-12-04 04:20:24+00:00,-1001843670580,Exit now
2024-12-04 04:20:15+00:00,-1001843670580,962
2024-12-04 04:19:55+00:00,-1001843670580,961
2024-12-04 04:18:09+00:00,-1001843670580,Target 970
2024-12-04 04:17:59+00:00,-1001843670580,960
2024-12-04 04:17:28+00:00,-1001843670580,100pointachived❤️👍👍❤️❤️👍👍👍
2024-12-04 04:15:50+00:00,-1001843670580,
2024-12-04 04:15:12+00:00,-1001843670580,958
2024-12-04 04:15:07+00:00,-1001843670580,945
2024-12-04 04:15:03+00:00,-1001843670580,940
2024-12-04 04:14:56+00:00,-1001843670580,938
2024-12-04 04:14:18+00:00,-1001843670580,930
2024-12-04 04:14:05+00:00,-1001843670580,925
2024-12-04 04:13:53+00:00,-1001843670580,923
2024-12-04 04:08:00+00:00,-1001843670580,918
2024-12-04 04:07:55+00:00,-1001843670580,911
2024-12-04 04:07:47+00:00,-1001843670580,908
2024-12-04 04:07:32+00:00,-1001843670580,905
2024-12-04 04:07:23+00:00,-1001843670580,904
2024-12-04 04:07:15+00:00,-1001843670580,903
2024-12-04 04:07:00+00:00,-1001843670580,
2024-12-04 04:05:22+00:00,-1001843670580,901
2024-12-04 04:05:14+00:00,-1001843670580,900
2024-12-04 04:04:48+00:00,-1001843670580,895
2024-12-04 04:04:44+00:00,-1001843670580,
2024-12-04 04:04:35+00:00,-1001843670580,891
2024-12-04 04:04:19+00:00,-1001843670580,890
2024-12-04 04:01:46+00:00,-1001843670580,886
2024-12-04 04:01:34+00:00,-1001843670580,885
2024-12-04 04:01:28+00:00,-1001843670580,877
2024-12-04 04:01:23+00:00,-1001843670580,876
2024-12-04 04:00:22+00:00,-1001843670580,870
2024-12-04 04:00:05+00:00,-1001843670580,869
2024-12-04 03:59:58+00:00,-1001843670580,868
2024-12-04 03:59:53+00:00,-1001843670580,865
2024-12-04 03:59:46+00:00,-1001843670580,860
2024-12-04 03:59:39+00:00,-1001843670580,"Buy banknifty 52800;call
@857
SL
TGT.870.880.890++++"
2024-12-04 03:55:29+00:00,-1001843670580,30 point achieve by put
2024-12-04 03:51:09+00:00,-1001843670580,775
2024-12-04 03:50:59+00:00,-1001843670580,770
2024-12-04 03:50:52+00:00,-1001843670580,765
2024-12-04 03:50:46+00:00,-1001843670580,76
2024-12-04 03:50:42+00:00,-1001843670580,760
2024-12-04 03:50:14+00:00,-1001843670580,755
2024-12-04 03:49:19+00:00,-1001843670580,"Buy banknifty 52800 pe
@742
SL
TGt .760.790.800.860"
2024-12-04 03:35:10+00:00,-1001843670580,banknifty important level❤️👍👍❤️❤️❤️
2024-12-04 03:34:45+00:00,-1001843670580,finnifty important level❤️👍👍❤️❤️❤️
2024-12-04 03:34:29+00:00,-1001843670580,nifty important level❤️👍👍❤️👍👍
2024-12-04 02:26:56+00:00,-1001843670580,Long short ratio of fii dii data ❤️👍👍👍👍👍❤️❤️👍
2024-12-04 02:21:28+00:00,-1001843670580,"Fii continue buying 
Dii continue selling ❤️❤️👍👍❤️❤️👍👍❤️❤️"
2024-12-04 02:16:47+00:00,-1001843670580,"Global market view 
Gifnifty showing flat opening ❤️❤️❤️❤️❤️❤️❤️❤️❤️👍👍❤️"
2024-12-04 01:52:06+00:00,-1001843670580,
2024-12-03 09:53:31+00:00,-1001843670580,"Jackpot return today 
Blast jackpot ❤️👍👍❤️"
2024-12-03 09:53:31+00:00,-1001843670580,
2024-12-03 09:52:44+00:00,-1001843670580,Jackpot return today
2024-12-03 09:52:23+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️❤️
2024-12-03 09:52:11+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️
2024-12-03 09:51:58+00:00,-1001843670580,Jackpot return today ❤️👍👍👍👍❤️❤️
2024-12-03 09:51:29+00:00,-1001843670580,Jackpot return today ❤️❤️👍👍❤️❤️👍👍👍
2024-12-03 09:51:11+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️❤️👍❤️
2024-12-03 09:50:58+00:00,-1001843670580,J....
2024-12-03 09:50:27+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️👍❤️
2024-12-03 09:50:08+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️
2024-12-03 09:49:20+00:00,-1001843670580,
2024-12-03 09:49:20+00:00,-1001843670580,Jackpot return today ❤️👍👍👍❤️❤️👍❤️
2024-12-03 09:48:49+00:00,-1001843670580,Jackpot return today
2024-12-03 09:48:49+00:00,-1001843670580,
2024-12-03 09:41:27+00:00,-1001843670580,Jackpot return today ❤️❤️❤️❤️❤️❤️❤️❤️
2024-12-03 09:40:08+00:00,-1001843670580,"ACMESOLAR 

267 TO 285 🔥🔥❤️👍👍❤️❤️👍👍❤️❤️👍👍"
2024-12-03 09:39:30+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️❤️👍👍👍
2024-12-03 09:37:46+00:00,-1001843670580,100 point done 👍✅✅✅👍👍👍
2024-12-03 09:36:42+00:00,-1001843670580,J...mm
2024-12-03 09:34:09+00:00,-1001843670580,Sensex in not premium increase
2024-12-03 09:26:17+00:00,-1001843670580,
2024-12-03 09:22:55+00:00,-1001843670580,572
2024-12-03 09:22:48+00:00,-1001843670580,568
2024-12-03 09:22:36+00:00,-1001843670580,566
2024-12-03 09:22:28+00:00,-1001843670580,565
2024-12-03 09:22:15+00:00,-1001843670580,"Buy sensex 80900 call
@559
A
SL

TGT.570.580"
2024-12-03 08:37:47+00:00,-1001843670580,sensex break important resistance zone agar aaj upside candle hold ho gayi then upside move aayega
2024-12-03 08:02:03+00:00,-1001843670580,Hath chalao❤️❤️👍👍👍❤️
2024-12-03 08:01:30+00:00,-1001843670580,"See this 

Chota chota karo 

Kab Tak darte rahoge"
2024-12-03 08:00:47+00:00,-1001843670580,
2024-12-03 08:00:40+00:00,-1001843670580,J....
2024-12-03 07:35:45+00:00,-1001843670580,Now brutal part starts if bn fall from here even though retracement is above 0.618%
2024-12-03 07:13:02+00:00,-1001843670580,Market near by v wap❤️❤️👍👍❤️❤️
2024-12-03 07:11:48+00:00,-1001843670580,banknifty 190 points down again resistance level 52750❤️👍👍❤️❤️❤️
2024-12-03 07:10:46+00:00,-1001843670580,Jackpot return today ❤️👍👍❤️❤️👍👍
2024-12-03 07:09:35+00:00,-1001843670580,Jackpot return today ❤️👍👍👍❤️
2024-12-03 06:41:33+00:00,-1001843670580,Algo singles profit done 👍✅✅✅✅
2024-12-03 06:35:36+00:00,-1001843670580,Cipla cup and handle pattern show
2024-12-03 06:32:33+00:00,-1001843670580,"Daily Chart 
Tolins Tyres 

Resistance 240

Above 240 🔥🔥❤️👍👍❤️❤️❤️❤️"
2024-12-03 06:25:26+00:00,-1001843670580,J...
2024-12-03 06:25:13+00:00,-1001843670580,J..
2024-12-03 06:25:06+00:00,-1001843670580,J...
2024-12-03 06:24:59+00:00,-1001843670580,J....
